taxsuborder,pct,predicted_suborder
Xerolls,65,Xeralfs
Xerolls,70,Ochrepts
Xerolls,55,Xerolls
Ochrepts,60,Xeralfs
Xerepts,40,Xerepts
Xerepts,35,Xerepts
Xerepts,40,Ochrepts
Xeralfs,100,Xeralfs
Xeralfs,100,Xeralfs
Xeralfs,100,Ochrepts
Xeralfs,100,Xeralfs
Xerolls,160,Xerolls
Xerolls,160,Xerolls
Xeralfs,110,Xeralfs
Xeralfs,110,Xeralfs
Ochrepts,55,Xeralfs
Xeralfs,55,Xeralfs
Xerolls,45,Xerults
Xerolls,55,Xerepts
Xeralfs,80,Ochrepts
Xeralfs,75,Xeralfs
Xeralfs,60,Humults
Ochrepts,180,Xeralfs
Ochrepts,180,Xeralfs
Ochrepts,180,Xeralfs
Ochrepts,55,Xerults
Ochrepts,30,Xeralfs
Xerepts,35,Xeralfs
Ochrepts,60,Xeralfs
Orthents,40,Xeralfs
Xeralfs,225,Xeralfs
Xeralfs,225,Xeralfs
Xeralfs,225,Xeralfs
Xeralfs,150,Xeralfs
Xeralfs,150,Xeralfs
Umbrepts,50,Xerepts
Xeralfs,320,Xeralfs
Xeralfs,320,Xeralfs
Xeralfs,320,Xeralfs
Xeralfs,320,Xeralfs
Fluvents,85,Xerolls
Xeralfs,75,Xeralfs
Xeralfs,80,Xeralfs
Ochrepts,40,Xeralfs
Orthents,30,Xerolls
Xeralfs,50,Xerolls
Xeralfs,60,Xeralfs
Xerolls,65,Ochrepts
Ochrepts,60,Humults
Ochrepts,55,Xeralfs
Xeralfs,60,Xeralfs
Xeralfs,80,Ochrepts
Xerolls,80,Xerolls
Orthents,40,Xerolls
Xeralfs,80,Xeralfs
Andepts,75,Xeralfs
Xeralfs,45,Xeralfs
Ochrepts,50,Xeralfs
Ochrepts,120,Xeralfs
Ochrepts,120,Xeralfs
Ochrepts,110,Xeralfs
Ochrepts,110,Xeralfs
Ochrepts,60,Xeralfs
Xeralfs,90,Humults
Xeralfs,75,Humults
Xerolls,80,Xerolls
Xeralfs,40,Xeralfs
Xerepts,40,Xeralfs
Xeralfs,45,Ochrepts
Ochrepts,35,Ochrepts
Ochrepts,60,Xerolls
Xeralfs,45,Xeralfs
Xerolls,85,Xerolls
Ochrepts,55,Xerolls
Orthents,160,Xeralfs
Orthents,160,Xerolls
Orthents,160,Ochrepts
Orthents,160,Xerolls
Xeralfs,85,Xeralfs
Xerepts,40,Xeralfs
Xeralfs,50,Ochrepts
Ochrepts,60,Xerolls
Xeralfs,50,Xeralfs
Ochrepts,40,Xerults
Xeralfs,65,Xeralfs
Xeralfs,80,Xeralfs
Xerolls,85,Xerolls
Orthents,40,Xeralfs
Ochrepts,40,Ochrepts
Ochrepts,45,Xeralfs
Orthents,40,Xeralfs
Umbrepts,45,Ochrepts
Xeralfs,225,Xeralfs
Xeralfs,225,Xeralfs
Xeralfs,225,Xerolls
Xerepts,40,Xeralfs
Ochrepts,60,Xeralfs
Ochrepts,55,Xeralfs
Xeralfs,60,Xeralfs
Xeralfs,40,Xeralfs
Ochrepts,50,Xeralfs
Ochrepts,100,Xerolls
Ochrepts,100,Xerolls
Xerolls,70,Xeralfs
Xeralfs,55,Xerolls
Xeralfs,90,Xeralfs
Xeralfs,90,Xerolls
Xeralfs,70,Xeralfs
Xerolls,320,Xerolls
Xerolls,320,Xerolls
Xerolls,320,Xerolls
Xerolls,320,Fluvents
Xeralfs,45,Xeralfs
Fluvents,85,Xerolls
Xeralfs,60,Xeralfs
Xeralfs,75,Xeralfs
Umbrepts,50,Ochrepts
Ochrepts,55,Xeralfs
Xeralfs,50,Xeralfs
Xerepts,40,Ochrepts
Ochrepts,100,Xerolls
Ochrepts,100,Xeralfs
Xeralfs,50,Xerolls
Andepts,70,Xeralfs
Xeralfs,75,Xerolls
Xeralfs,70,Xeralfs
Xeralfs,70,Xeralfs
Xeralfs,50,Xeralfs
Xeralfs,30,Ochrepts
Umbrepts,50,Ochrepts
Xerepts,35,Xeralfs
Xeralfs,80,Cryands
Xerepts,40,Xeralfs
Ochrepts,45,Xerolls
Xerepts,70,Xeralfs
Xerepts,70,Ochrepts
Xeralfs,55,Ochrepts
Orthents,50,Ochrepts
Xeralfs,85,Xerolls
Ochrepts,160,Xeralfs
Ochrepts,160,Ochrepts
Ochrepts,60,Xeralfs
Orthents,80,Xeralfs
Orthents,80,Xeralfs
Xeralfs,85,Xerolls
Xererts,60,Xerolls
Ochrepts,60,Xeralfs
Xeralfs,50,Xeralfs
Xeralfs,75,Xeralfs
Xeralfs,55,Ochrepts
Orthents,80,Ochrepts
Orthents,80,Xerults
Ochrepts,45,Xerolls
Xeralfs,50,Xeralfs
Ochrepts,35,Xeralfs
Ochrepts,55,Xerults
Ochrepts,110,Xerepts
Ochrepts,110,Xeralfs
Xeralfs,40,Xerepts
Orthents,40,Xerolls
Ochrepts,70,Xeralfs
Ochrepts,70,Ochrepts
Xeralfs,60,Xeralfs
Xerepts,40,Xerolls
Orthents,40,Ochrepts
Xeralfs,50,Xeralfs
Ochrepts,35,Fluvents
Xerepts,40,Xeralfs
Xerolls,65,Xerolls
Orthents,30,Xerolls
Xeralfs,55,Ochrepts
Ochrepts,45,Xeralfs
Xerolls,80,Xerolls
Xeralfs,75,Xeralfs
Xerolls,65,Xerolls
Ochrepts,50,Xeralfs
Orthents,40,Xeralfs
Orthents,40,Ochrepts
Orthents,80,Ochrepts
Orthents,80,Xeralfs
Xeralfs,60,Xeralfs
Ochrepts,35,Xerolls
Xerepts,40,Xeralfs
Xeralfs,70,Xerolls
Ochrepts,80,Xeralfs
Umbrepts,40,Xeralfs
Xeralfs,75,Xeralfs
Xerolls,85,Xerolls
Xeralfs,85,Xeralfs
Xeralfs,85,Ustalfs
Ochrepts,60,Xerolls
Ochrepts,55,Xeralfs
Xerolls,70,Xerolls
Xeralfs,50,Xeralfs
Orthents,40,Xeralfs
Xeralfs,85,Xeralfs
Xeralfs,90,Xeralfs
Xeralfs,75,Xeralfs
Xeralfs,55,Xeralfs
Xeralfs,45,Xerolls
Orthents,40,Xeralfs
Xeralfs,55,Ochrepts
Xeralfs,50,Xeralfs
Xerolls,85,Xeralfs
Xeralfs,85,Xeralfs
Xeralfs,120,Ochrepts
Xeralfs,120,Xeralfs
Xerolls,85,Xeralfs
Xeralfs,80,Xeralfs
Xerolls,70,Xeralfs
Xeralfs,85,Xeralfs
Xerolls,85,Xerolls
Ochrepts,55,Xerolls
Orthents,40,Xeralfs
Xeralfs,75,Xerepts
Xerepts,35,Ochrepts
Ochrepts,60,Xeralfs
Xeralfs,65,Xeralfs
Xerolls,55,Xeralfs
Ochrepts,40,Xeralfs
Xeralfs,80,Xeralfs
Ochrepts,60,Xeralfs
Xerolls,70,Xeralfs
Xerolls,80,Xerolls
Xererts,60,Xeralfs
Xeralfs,85,Xeralfs
Xerolls,70,Ochrepts
Ochrepts,60,Xerolls
Xerolls,55,Xerolls
Xerolls,65,Xeralfs
Xeralfs,55,Xeralfs
Xeralfs,170,Xeralfs
Xeralfs,170,Xeralfs
Orthents,40,Xeralfs
Xererts,70,Xerolls
Xerolls,55,Xeralfs
Xeralfs,85,Xeralfs
Xeralfs,50,Xeralfs
Xeralfs,50,Xeralfs
Xeralfs,65,Xeralfs
Xerepts,40,Xeralfs
Orthents,80,Xeralfs
Orthents,80,Xeralfs
Xerolls,80,Xerolls
Ochrepts,30,Ochrepts
Xeralfs,45,Xeralfs
Orthents,40,Xeralfs
Xeralfs,40,Xeralfs
Xeralfs,75,Xeralfs
Xeralfs,70,Xerolls
Xeralfs,85,Ochrepts
Orthents,40,Xeralfs
Orthents,40,Xeralfs
Xeralfs,85,Xeralfs
Orthents,40,Xeralfs
Xeralfs,45,Xeralfs
Xeralfs,75,Xeralfs
Ochrepts,35,Xerepts
Xeralfs,180,Xeralfs
Xeralfs,180,Xeralfs
Xeralfs,180,Xerolls
Xeralfs,180,Xeralfs
Ochrepts,55,Ochrepts
Xeralfs,45,Ochrepts
Umbrepts,45,Ochrepts
Xerolls,85,Xeralfs
Umbrepts,50,Xerepts
Xeralfs,150,Xeralfs
Xeralfs,150,Xeralfs
Ochrepts,80,Xeralfs
Ochrepts,80,Ochrepts
Xeralfs,45,Xeralfs
Xeralfs,75,Xeralfs
Orthents,35,Ochrepts
Orthents,40,Xerolls
Ochrepts,55,Xeralfs
Ochrepts,70,Xeralfs
Ochrepts,70,Ochrepts
Ochrepts,80,Xeralfs
Ochrepts,60,Ochrepts
Ochrepts,240,Xeralfs
Ochrepts,240,Xeralfs
Ochrepts,240,Ochrepts
Xeralfs,55,Xerolls
Xeralfs,50,Xerolls
Ochrepts,80,Xeralfs
Xerepts,40,Xerults
Xeralfs,65,Xerolls
Xerolls,80,Xeralfs
Xeralfs,80,Xeralfs
Xerolls,55,Xeralfs
Orthents,40,Xeralfs
Xeralfs,50,Xeralfs
Ochrepts,80,Xeralfs
Xeralfs,85,Xeralfs
Ochrepts,35,Ochrepts
Xeralfs,80,Xeralfs
Xerolls,85,Xerolls
Ochrepts,605,Ochrepts
Ochrepts,605,Xeralfs
Ochrepts,605,Xeralfs
Ochrepts,605,Xeralfs
Ochrepts,605,Xerults
Ochrepts,605,Ochrepts
Ochrepts,605,Xeralfs
Ochrepts,605,Xeralfs
Ochrepts,605,Xerolls
Ochrepts,605,Xeralfs
Ochrepts,605,Xeralfs
Xeralfs,50,Ochrepts
Xerolls,55,Ochrepts
Xeralfs,85,Xeralfs
Fluvents,85,Xeralfs
Xeralfs,85,Xeralfs
Orthents,35,Vitrands
Ochrepts,80,Ochrepts
Xeralfs,85,Xeralfs
Ochrepts,40,Xerepts
Xeralfs,560,Xeralfs
Xeralfs,560,Xerolls
Xeralfs,560,Xeralfs
Xeralfs,560,Xeralfs
Xeralfs,560,Xeralfs
Xeralfs,560,Humults
Xeralfs,560,Xeralfs
Xeralfs,65,Xeralfs
Ochrepts,45,Xeralfs
Ochrepts,80,Xeralfs
Orthents,40,Ochrepts
Ochrepts,55,Xeralfs
Orthents,40,Xeralfs
Xeralfs,75,Xeralfs
Xeralfs,240,Xerolls
Xeralfs,240,Xeralfs
Xeralfs,240,Xeralfs
Xerepts,70,Xerolls
Xerepts,70,Ochrepts
Ochrepts,70,Xeralfs
Ochrepts,70,Xerolls
Xeralfs,80,Xerepts
Xerolls,85,Ustalfs
Xeralfs,85,Xeralfs
Xerolls,70,Xerolls
Ochrepts,60,Xeralfs
Ochrepts,45,Xerolls
Xeralfs,80,Xerolls
Xeralfs,70,Xeralfs
Ochrepts,60,Xerolls
Orthents,40,Ochrepts
Ochrepts,55,Ochrepts
Xeralfs,80,Xeralfs
Xerolls,70,Xerolls
Xeralfs,55,Xeralfs
Xeralfs,65,Xeralfs
Ochrepts,35,Xeralfs
Xeralfs,80,Xeralfs
Xeralfs,80,Xerepts
Xeralfs,75,Xeralfs
Xeralfs,50,Ochrepts
Xeralfs,50,Xerolls
Xeralfs,70,Xeralfs
Orthents,40,Ochrepts
Orthents,40,Xeralfs
Ochrepts,30,Xerults
Xeralfs,45,Xerolls
Xeralfs,75,Xeralfs
Xeralfs,85,Xeralfs
Ochrepts,80,Ochrepts
Xeralfs,65,Xeralfs
Ochrepts,35,Xeralfs
Xerepts,40,Xeralfs
Xeralfs,55,Xeralfs
Xeralfs,30,Xeralfs
Xeralfs,80,Xerolls
Xeralfs,85,Xerolls
Xerolls,85,Xeralfs
Xerolls,65,Xeralfs
Xerolls,85,Ustalfs
Udalfs,50,Xerolls
Orthents,100,Xerolls
Xerolls,60,Xeralfs
Ustalfs,80,Ustalfs
Xerolls,80,Xerolls
Xerolls,140,Xeralfs
Xerolls,140,Xerolls
Udalfs,50,Xerolls
Xerolls,80,Xerolls
Xerolls,70,Xerolls
Ustalfs,85,Ustalfs
Xerolls,70,Xeralfs
Xerolls,75,Xerolls
Xerolls,85,Xeralfs
Xerolls,80,Xerolls
Xerolls,75,Xeralfs
Xerolls,80,Xeralfs
Xerolls,70,Xerolls
Xerolls,90,Xererts
Xerolls,75,Xerolls
Xerolls,85,Xerolls
Xerolls,70,Xerolls
Xerolls,75,Xeralfs
Xerolls,85,Xerolls
Udalfs,50,Xeralfs
Ustolls,70,Ustolls
Xerolls,70,Xerolls
Xerolls,85,Xeralfs
Orthents,20,Xeralfs
Udalfs,50,Ochrepts
Tropepts,40,Xeralfs
Xerolls,70,Xerolls
Xerolls,85,Aquults
Ustolls,80,Xerolls
Xerolls,60,Xeralfs
Ustalfs,80,Xerolls
Ustolls,70,Xerolls
Xerolls,80,Ustalfs
Xerolls,75,Xerolls
Ustolls,90,Xerolls
Ustalfs,85,Xeralfs
Xerolls,75,Xeralfs
Xerolls,75,Xeralfs
Tropepts,85,Xeralfs
Xerolls,50,Xerolls
Ustalfs,50,Ustolls
Ochrepts,50,Xerolls
Aquents,90,Aquepts
Xerolls,140,Xeralfs
Xerolls,140,Xerolls
Xerolls,75,Xerolls
Tropepts,210,Xeralfs
Tropepts,210,Ustalfs
Tropepts,210,Xerolls
Xerolls,85,Xererts
Xerolls,85,Xeralfs
Xerolls,50,Xerolls
Ustalfs,85,Ustalfs
Tropepts,40,Xerolls
Ustalfs,85,Xeralfs
Ustalfs,85,Xeralfs
Ustolls,70,Xerolls
Ustalfs,255,Humults
Ustalfs,255,Xeralfs
Ustalfs,255,Xerolls
Ustolls,70,Xeralfs
Xerolls,70,Xerolls
Xeralfs,85,Ustalfs
Xerolls,80,Xeralfs
Xerolls,80,Xerolls
Ustolls,70,Xerolls
Xerolls,70,Xeralfs
Ustalfs,50,Xererts
Xerolls,25,Aquerts
Ustolls,90,Xeralfs
Tropepts,90,Aquolls
Ochrepts,85,Ustalfs
Xerolls,60,Xerolls
Udalfs,50,Ochrepts
Ustalfs,85,Ustalfs
Xerolls,70,Xeralfs
Tropepts,85,Xeralfs
Ustalfs,85,Xererts
Xerolls,50,Xerolls
Xerolls,75,Xerolls
Xerolls,70,Xeralfs
Ustalfs,85,Ustalfs
Ustalfs,80,Ustalfs
Xerolls,80,Xerolls
Xerolls,70,Xerolls
Xeralfs,40,Ustalfs
Tropepts,70,Xeralfs
Udalfs,50,Xeralfs
Ustolls,80,Xerolls
Orthents,30,Xeralfs
Ustalfs,80,Xererts
Xerolls,70,Xerolls
Xeralfs,45,Xeralfs
Xerolls,70,Xeralfs
Xeralfs,85,Xeralfs
Ustolls,90,Xererts
Tropepts,70,Humults
Ustalfs,85,Ustepts
Orthents,20,Aquerts
Xerolls,140,Xerolls
Xerolls,140,Xerolls
Ustalfs,85,Ustalfs
Ustalfs,85,Ustalfs
Xerolls,70,Xeralfs
Aquents,90,Xerolls
Xeralfs,85,Xeralfs
Tropepts,50,Xerolls
Tropepts,50,Xeralfs
Orthents,100,Xerolls
Udalfs,50,Xerolls
Aquents,90,Xeralfs
Tropepts,70,Xerolls
Xerolls,55,Xerolls
Aquents,180,Xerolls
Aquents,180,Xererts
Ustalfs,85,Ustalfs
Xerolls,85,Xerolls
Xerolls,70,Xererts
Xerolls,70,Xerolls
Tropepts,70,Xerolls
Xerolls,140,Xerolls
Xerolls,140,Xeralfs
Tropepts,90,Xeralfs
Udalfs,50,Xerolls
Xerolls,150,Xerolls
Xerolls,150,Xerolls
Udalfs,50,Xeralfs
Ustolls,70,Xerolls
Xerolls,70,Xerolls
Ustalfs,80,Xerolls
Xerolls,70,Xererts
Ustalfs,85,Ustalfs
Xerolls,80,Xeralfs
Xerolls,75,Xeralfs
Tropepts,40,Xerolls
Udalfs,40,Xerults
Xerolls,75,Ustolls
Xerolls,150,Xeralfs
Xerolls,150,Xerolls
Tropepts,90,Ustalfs
Udalfs,50,Xeralfs
Xerolls,85,Xererts
Ustalfs,85,Ustalfs
Xerolls,75,Xeralfs
Xerolls,85,Xerolls
Xerolls,50,Xerolls
Andepts,85,Xerolls
Xeralfs,85,Xeralfs
Andepts,90,Xerolls
Orthents,85,Xerolls
Xerolls,85,Xeralfs
Xeralfs,170,Ochrepts
Xeralfs,170,Xerolls
Ochrepts,60,Xeralfs
Xeralfs,85,Xerolls
Xerolls,85,Xerolls
Aquerts,90,Xerolls
Xerolls,85,Xeralfs
Xerolls,85,Aquerts
Xerolls,85,Xeralfs
Xerolls,50,Xeralfs
Ochrepts,60,Xeralfs
Aquents,85,Xerolls
Xerolls,120,Xeralfs
Xerolls,120,Xeralfs
Xerolls,120,Xeralfs
Xerolls,120,Xeralfs
Fluvents,85,Xeralfs
Ochrepts,60,Xeralfs
Xerolls,50,Xerolls
Xererts,85,Xerolls
Xerolls,85,Xeralfs
Xerolls,85,Xeralfs
Xerolls,85,Xerolls
Xeralfs,85,Xererts
Xerolls,85,Xerolls
Xerults,85,Xeralfs
Andepts,25,Xerolls
Aquents,85,Xeralfs
Xerolls,50,Xeralfs
Xerolls,85,Ochrepts
Andepts,85,Xeralfs
Xeralfs,85,Xeralfs
Xerolls,1105,Xerolls
Xerolls,1105,Xerolls
Xerolls,1105,Xeralfs
Xerolls,1105,Xeralfs
Xerolls,1105,Xerolls
Xerolls,1105,Xeralfs
Xerolls,1105,Ochrepts
Xerolls,1105,Ochrepts
Xerolls,1105,Xerolls
Xerolls,1105,Ochrepts
Xerolls,1105,Xerolls
Xerolls,1105,Xerolls
Xerolls,1105,Xeralfs
Xerults,85,Xerolls
Aquents,85,Xeralfs
Aquerts,90,Xeralfs
Aquerts,180,Ochrepts
Aquerts,180,Ochrepts
Humults,85,Xerolls
Ochrepts,60,Xerolls
Humults,85,Xerolls
Ochrepts,60,Xeralfs
Xerolls,65,Xerolls
Xeralfs,85,Xerolls
Xerolls,200,Xerolls
Xerolls,200,Xerolls
Xerolls,200,Xeralfs
Xerolls,200,Xerolls
Xerolls,85,Ustolls
Ochrepts,120,Xeralfs
Ochrepts,120,Xeralfs
Orthents,85,Xerolls
Xeralfs,60,Xeralfs
Xerolls,85,Xerolls
Xerolls,85,Xerolls
Humults,85,Xerolls
Xeralfs,85,Xerolls
Humults,85,Xerolls
Xerolls,30,Xerolls
Xeralfs,425,Xerolls
Xeralfs,425,Xeralfs
Xeralfs,425,Xeralfs
Xeralfs,425,Xeralfs
Xeralfs,425,Xeralfs
Andepts,85,Ochrepts
Xerolls,850,Xeralfs
Xerolls,850,Xerolls
Xerolls,850,Xerolls
Xerolls,850,Xerolls
Xerolls,850,Xerolls
Xerolls,850,Xerolls
Xerolls,850,Xerolls
Xerolls,850,Xerolls
Xerolls,850,Xerolls
Xerolls,850,Xerolls
Xerolls,85,Xerolls
Aquents,85,Xeralfs
Xeralfs,85,Xeralfs
Ochrepts,85,Xerolls
Xerolls,50,Xerolls
Xerolls,65,Xeralfs
Andepts,85,Ochrepts
Xeralfs,255,Xeralfs
Xeralfs,255,Xeralfs
Xeralfs,255,Xeralfs
Aquents,85,
Xeralfs,85,Xerults
Xerolls,65,Xeralfs
Xeralfs,85,Ochrepts
Xerolls,50,Xerolls
Andepts,125,Xerults
Andepts,125,Xerolls
Andepts,125,Xerolls
Andepts,125,Xeralfs
Andepts,125,Xerolls
Andepts,90,Xeralfs
Xerults,85,Aquerts
Xerolls,85,Xerolls
Xerolls,50,Xeralfs
Xerults,85,Xerolls
Xerolls,85,Xerolls
Xerults,85,Xeralfs
Xerolls,50,Xeralfs
Xerolls,85,Xeralfs
Xeralfs,90,Xerolls
Andepts,90,Xerolls
Xeralfs,40,Xeralfs
Xeralfs,85,Xerolls
Ochrepts,60,Xeralfs
Xeralfs,85,Xerolls
Xerolls,85,Xerolls
Aquents,85,Xeralfs
Xeralfs,60,Xerolls
Xerolls,85,Xerolls
Aquerts,90,Xeralfs
Xeralfs,85,Xerolls
Xeralfs,85,Xeralfs
Fluvents,85,Xerolls
Xerolls,85,Xeralfs
Ochrepts,85,Xerolls
Xeralfs,90,Xeralfs
Ochrepts,60,Xerolls
Xerults,85,Xeralfs
Xeralfs,90,Xeralfs
Andepts,85,Xeralfs
Xeralfs,85,Xeralfs
Xeralfs,50,Xerolls
Xeralfs,85,Xererts
Andepts,85,Xerolls
Xeralfs,85,Xerolls
Xerolls,70,Xeralfs
Andepts,50,Xerolls
Andepts,50,Xerolls
Xeralfs,630,Xeralfs
Xeralfs,630,Xeralfs
Xeralfs,630,Xeralfs
Xeralfs,630,Xerolls
Xeralfs,630,Xeralfs
Xeralfs,630,Xerolls
Xeralfs,630,Ochrepts
Xeralfs,255,Xerolls
Xeralfs,255,Xerolls
Xeralfs,255,Xeralfs
Xerolls,50,Xeralfs
Xerults,85,Aquerts
Xerolls,85,Xeralfs
Xerolls,85,Xerolls
Ochrepts,240,Xerolls
Ochrepts,240,Xerults
Ochrepts,240,Xerolls
Ochrepts,240,Xeralfs
Xeralfs,1275,Xerolls
Xeralfs,1275,Xerolls
Xeralfs,1275,Xerolls
Xeralfs,1275,Xerolls
Xeralfs,1275,Xerolls
Xeralfs,1275,Xerolls
Xeralfs,1275,Xeralfs
Xeralfs,1275,Xeralfs
Xeralfs,1275,Xerolls
Xeralfs,1275,Xeralfs
Xeralfs,1275,Xerolls
Xeralfs,1275,Xerolls
Xeralfs,1275,Xeralfs
Xeralfs,1275,Xeralfs
Xeralfs,1275,Xerolls
Andepts,90,Xeralfs
Xerolls,50,Xerolls
Xeralfs,85,Xerolls
Andepts,170,Xerolls
Andepts,170,Xeralfs
Xerolls,170,Xerolls
Xerolls,170,Xerolls
Xeralfs,90,Xeralfs
Ochrepts,60,Xeralfs
Xerults,85,Aquerts
Xerolls,50,Xeralfs
Andepts,85,Xerolls
Xerults,85,Xeralfs
Xerolls,50,Xerolls
Andepts,85,Xerolls
Xeralfs,85,Xeralfs
Xerolls,85,Xeralfs
Humults,85,Xerolls
Xeralfs,85,Xeralfs
Andepts,85,Xerolls
Xeralfs,85,Xeralfs
Andepts,85,Xeralfs
Xererts,85,Xererts
Xeralfs,90,Xerolls
Andepts,85,Xerolls
Xerolls,50,Xerolls
Xeralfs,85,Xeralfs
Andepts,170,Xeralfs
Andepts,170,Xerolls
Xeralfs,85,Xeralfs
Xerolls,65,Xerolls
Ochrepts,85,Xerolls
Xeralfs,85,Xeralfs
Xerolls,50,Xerolls
Xeralfs,425,Xeralfs
Xeralfs,425,Xerolls
Xeralfs,425,Xererts
Xeralfs,425,Xeralfs
Xeralfs,425,Ochrepts
Xerolls,85,Xeralfs
Andepts,85,Xerolls
Xeralfs,85,Xeralfs
Xeralfs,90,Aquerts
Fluvents,60,Xeralfs
Xeralfs,85,Xeralfs
Aquents,85,Saprists
Xererts,85,Xeralfs
Ochrepts,45,Ochrepts
Xeralfs,85,Xeralfs
Xerolls,80,Xeralfs
Xeralfs,80,Xerolls
Xeralfs,45,Xeralfs
Xeralfs,85,Xeralfs
Aquolls,85,Aquolls
Aquents,55,Xerolls
Xerolls,85,Xerolls
Xerolls,85,Xerolls
Xeralfs,75,Orthents
Fluvents,85,Xerolls
Fluvents,170,Xeralfs
Fluvents,170,Xeralfs
Aquolls,150,Aquolls
Aquolls,150,Xerolls
Xerolls,270,Xererts
Xerolls,270,Xerolls
Xerolls,270,Xerolls
Xeralfs,75,Ochrepts
Orthents,45,Xeralfs
Aquolls,75,Aquolls
Saprists,90,Xeralfs
Saprists,95,Aquolls
Xeralfs,85,Xererts
Xerolls,85,Xeralfs
Xeralfs,85,Xeralfs
Xeralfs,85,Xeralfs
Aquolls,85,Aquolls
Xeralfs,75,Xeralfs
Xeralfs,45,Xeralfs
Fluvents,85,Xeralfs
Orthents,30,Xeralfs
Xeralfs,45,Xeralfs
Xeralfs,80,Ochrepts
Ochrepts,80,Ochrepts
Aquerts,85,Aquerts
Orthents,240,Xeralfs
Orthents,240,Xeralfs
Orthents,240,Xeralfs
Orthents,240,Xeralfs
Orthents,240,Xeralfs
Orthents,240,Xeralfs
Orthents,240,Xeralfs
Orthents,240,Xeralfs
Fluvents,85,Xeralfs
Xeralfs,85,Xeralfs
Xerolls,85,Xerolls
Xeralfs,85,Xeralfs
Aquolls,170,Aquolls
Aquolls,170,Aquolls
Xeralfs,45,Xeralfs
Xeralfs,45,Xeralfs
Aquerts,85,Xeralfs
Xeralfs,85,Xeralfs
Aquents,85,Xerolls
Xeralfs,85,Xeralfs
Psamments,85,Aquolls
Aquolls,255,Fluvents
Aquolls,255,Aquolls
Aquolls,255,Saprists
Xeralfs,75,Xeralfs
Xeralfs,85,Aquents
Aquerts,170,Aquerts
Aquerts,170,Xeralfs
Fluvents,85,Xerolls
Xeralfs,45,Xeralfs
Xerolls,85,Aquerts
Xeralfs,80,Xeralfs
Aquerts,85,Xeralfs
Orthents,45,Xeralfs
Aquolls,75,Xerolls
Xerolls,90,Ochrepts
Xeralfs,85,Xeralfs
Aquolls,85,Xeralfs
Fluvents,85,Aquolls
Xeralfs,65,Xeralfs
Xeralfs,50,Xeralfs
Xeralfs,85,Xerolls
Xeralfs,85,Xeralfs
Xerults,85,Xeralfs
Xeralfs,80,Xeralfs
Orthents,90,Orthents
Xeralfs,85,Xeralfs
Aquolls,85,Saprists
Xeralfs,90,Xeralfs
Fluvents,85,Xerolls
Aquolls,85,Aquolls
Xeralfs,85,Xeralfs
Xererts,85,Xerolls
Xeralfs,70,Xeralfs
Ochrepts,40,Xeralfs
Xeralfs,70,Ochrepts
Saprists,190,Aquolls
Saprists,190,Saprists
Xeralfs,45,Xeralfs
Xererts,85,Xeralfs
Xererts,85,Xeralfs
Saprists,95,Saprists
Aquolls,85,Aquolls
Xeralfs,85,Xeralfs
Fluvents,60,Xeralfs
Ochrepts,90,Ochrepts
Ochrepts,90,Ochrepts
Fluvents,85,Xererts
Xeralfs,50,Orthents
Xeralfs,85,Xeralfs
Xeralfs,85,Xeralfs
Xeralfs,65,Xeralfs
Aquents,85,Xeralfs
Xeralfs,45,Xerolls
Orthents,30,Xeralfs
Aquolls,75,Aquolls
Xeralfs,85,Ochrepts
Aquolls,85,Aquolls
Xeralfs,85,Xeralfs
Xerolls,85,Ochrepts
Xeralfs,75,Xeralfs
Aquolls,170,Saprists
Aquolls,170,Aquolls
Xeralfs,85,Xeralfs
Xererts,85,Xeralfs
Xeralfs,85,Xeralfs
Aquerts,85,Xeralfs
Xeralfs,45,Xeralfs
Xeralfs,50,Xeralfs
Xeralfs,50,Xeralfs
Xeralfs,85,Xeralfs
Xeralfs,90,Xeralfs
Fluvents,85,Xeralfs
Fluvents,85,Xeralfs
Fluvents,85,Aquolls
Xerolls,85,Aquerts
Xerolls,85,Xerolls
Aquolls,75,Aquolls
Aquolls,85,Aquolls
Xeralfs,85,Xeralfs
Orthents,30,Xerolls
Xerolls,90,Xeralfs
Xeralfs,45,Xeralfs
Fluvents,85,Xeralfs
Xererts,85,Xeralfs
Xeralfs,85,Xeralfs
Xeralfs,85,Xeralfs
Xeralfs,85,Xeralfs
Xeralfs,45,Xeralfs
Xeralfs,75,Xeralfs
Xeralfs,45,Xeralfs
Aquolls,75,Xerolls
Aquerts,85,Xeralfs
Orthents,30,Xeralfs
Orthents,30,Xeralfs
Xeralfs,170,Ochrepts
Xeralfs,170,Xeralfs
Xeralfs,85,Xeralfs
Xeralfs,75,Xeralfs
Xeralfs,75,Xeralfs
Xeralfs,340,Xeralfs
Xeralfs,340,Ochrepts
Xeralfs,340,Xeralfs
Xeralfs,340,Xeralfs
Aquolls,85,Xerolls
Xeralfs,85,Xeralfs
Xeralfs,85,Xeralfs
Xeralfs,200,Xeralfs
Xeralfs,200,Xeralfs
Xeralfs,200,Xeralfs
Xeralfs,200,Xeralfs
Xeralfs,45,Xerolls
Aquents,85,Xeralfs
Xeralfs,50,Xeralfs
Xeralfs,510,Xeralfs
Xeralfs,510,Xeralfs
Xeralfs,510,Xeralfs
Xeralfs,510,Orthents
Xeralfs,510,Xeralfs
Xeralfs,510,Xeralfs
