taxsuborder,pct,predicted_suborder
Xeralfs,85,Xerolls
Xerults,85,Xerolls
Xerolls,85,Ochrepts
Ochrepts,70,Xerolls
Xerolls,85,Xeralfs
Orthents,85,Udalfs
Ochrepts,85,Udults
Xeralfs,60,Xeralfs
Xerolls,85,Xeralfs
Xeralfs,85,Xeralfs
Xerolls,85,Xeralfs
Aquerts,85,Ustalfs
Xeralfs,85,Xerolls
Ustalfs,85,Xeralfs
Aquerts,425,Xerolls
Aquerts,425,Aquerts
Aquerts,425,Ustalfs
Aquerts,425,Aquerts
Aquerts,425,Ustalfs
Ochrepts,85,Xeralfs
Ochrepts,85,Xerolls
Xerolls,85,Xerolls
Xerolls,85,Xeralfs
Ochrepts,85,Xerolls
Orthents,85,Xerolls
Humults,85,Aquepts
Xeralfs,85,Xerolls
Xerolls,85,Ustalfs
Ustults,85,Xeralfs
Ustalfs,85,Xeralfs
Xerolls,85,Xerults
Xerolls,85,Xerolls
Xerults,85,Xeralfs
Ochrepts,85,Xerolls
Xeralfs,60,Xeralfs
Xeralfs,85,Ustalfs
Xerolls,85,Xerolls
Ochrepts,85,Ustalfs
Xeralfs,60,Xeralfs
Ochrepts,50,Xeralfs
Xerults,85,Xerults
Xeralfs,85,Xeralfs
Xerolls,60,Xerolls
Ochrepts,85,Xeralfs
Ochrepts,85,Xeralfs
Xeralfs,85,Aquerts
Humults,85,Udolls
Xerolls,85,Xeralfs
Xerolls,85,Xerults
Ochrepts,85,Xeralfs
Xeralfs,85,Ustalfs
Ochrepts,85,Xerolls
Xeralfs,85,Ustalfs
Xerolls,85,Ustalfs
Xeralfs,85,Xeralfs
Xerolls,85,Xeralfs
Xererts,85,Xerolls
Xererts,85,Xererts
Xerolls,85,Xerolls
Xerolls,85,Xeralfs
Xeralfs,85,Xerolls
Xeralfs,85,Xeralfs
Xeralfs,85,Xeralfs
Xeralfs,85,Xeralfs
Ochrepts,85,Xeralfs
Ustalfs,85,Xeralfs
Ochrepts,170,Xerolls
Ochrepts,170,Xerolls
Xererts,85,Xeralfs
Xeralfs,85,Xeralfs
Ustults,85,Udolls
Ochrepts,50,Humults
Aquolls,170,Ustalfs
Aquolls,170,Xeralfs
Ustalfs,85,Xererts
Aquents,1020,Xeralfs
Aquents,1020,Xeralfs
Aquents,1020,Fluvents
Aquents,1020,Aquents
Aquents,1020,Aquepts
Aquents,1020,Xererts
Aquents,1020,Xeralfs
Aquents,1020,Aquepts
Aquents,1020,Aquepts
Aquents,1020,Xeralfs
Aquents,1020,Xeralfs
Aquents,1020,Xeralfs
Xerults,85,Xeralfs
Xerolls,85,Ustalfs
Ochrepts,85,Xerolls
Xerolls,85,Ochrepts
Xeralfs,45,Xerolls
Xeralfs,85,Humults
Ochrepts,70,Xeralfs
Xerolls,85,Xeralfs
Ustults,85,Xeralfs
Xeralfs,85,Xeralfs
Xeralfs,85,Ochrepts
Xerolls,85,Ustalfs
Xerolls,85,Xeralfs
Ochrepts,85,Xeralfs
Ochrepts,90,Xererts
Xerolls,85,Xererts
Xeralfs,85,Xeralfs
Xeralfs,60,Xerolls
Xeralfs,85,Xeralfs
Ochrepts,255,Xerolls
Ochrepts,255,Ochrepts
Ochrepts,255,Humults
Xerults,85,Udolls
Ochrepts,50,Xeralfs
Ustalfs,85,Xerults
Ochrepts,85,Xeralfs
Xeralfs,85,Xeralfs
Ochrepts,85,Xerolls
Ochrepts,75,Xerolls
Xerolls,85,Ochrepts
Xerolls,85,Xerolls
Ochrepts,70,Udalfs
Xeralfs,85,Ustults
Ochrepts,85,Xerolls
Xeralfs,85,Xerults
Ochrepts,65,Ustalfs
Ochrepts,85,Xeralfs
Ochrepts,85,Xeralfs
Xeralfs,85,Ustalfs
Xerolls,85,Xeralfs
Xeralfs,85,Xerolls
Ochrepts,85,Xerolls
Xeralfs,85,Ochrepts
Xeralfs,85,Aquerts
Ochrepts,85,Xerolls
Ustalfs,85,Xererts
Xerolls,85,Xerolls
Xerults,85,Udalfs
Ochrepts,85,Xerolls
Xerolls,85,Xeralfs
Tropepts,85,Humults
Xerolls,170,Xeralfs
Xerolls,170,Xerults
Xerults,85,Xerolls
Xerolls,85,Ochrepts
Ochrepts,85,Xeralfs
Ochrepts,50,Udalfs
Xerolls,85,Xeralfs
Orthents,85,Xerolls
Xeralfs,85,Xeralfs
Xeralfs,85,Xeralfs
Andepts,180,Xerolls
Andepts,180,Xerolls
Xerolls,85,Xeralfs
Ochrepts,85,Xerolls
Ochrepts,85,Xeralfs
Xeralfs,85,Xerolls
Ochrepts,85,Xeralfs
Tropepts,85,Ustalfs
Ustalfs,85,Xeralfs
Ochrepts,85,Xeralfs
Ustalfs,85,Ustults
Ochrepts,85,Xerolls
Humults,85,Xerolls
Xerults,85,Xerolls
Xerolls,85,Xeralfs
Ochrepts,85,Xerolls
Ochrepts,85,Humults
Orthents,85,Xerolls
Xeralfs,85,Aquerts
Xerolls,85,Xeralfs
Ustults,85,Udalfs
Xerolls,85,Xerolls
Xeralfs,85,Xeralfs
Ochrepts,85,Ustalfs
Ustalfs,85,Xeralfs
Ochrepts,85,Xeralfs
Ochrepts,45,Ochrepts
Xeralfs,85,Xerolls
Xerults,85,Ustults
Ochrepts,85,Xeralfs
Orthents,85,Aquerts
Xerolls,85,Xerolls
Orthents,85,Aquerts
Xerults,85,Xeralfs
Xerolls,85,Ustalfs
Ochrepts,85,Ochrepts
Xerolls,85,Xeralfs
Xerolls,85,Xeralfs
Xerolls,85,Xeralfs
Ochrepts,85,Xeralfs
Xeralfs,85,Udalfs
Xeralfs,85,Xeralfs
Ustalfs,85,Xeralfs
Ustalfs,85,Xeralfs
Ochrepts,85,Udalfs
Xerolls,85,Xerolls
Xeralfs,85,Xeralfs
Humults,85,Udalfs
Aqualfs,170,Ustalfs
Aqualfs,170,Ustalfs
Aquerts,85,Xerolls
Xerolls,85,Xerolls
Ochrepts,85,Xerolls
Ustalfs,85,Xererts
Ochrepts,85,Xerolls
Ochrepts,85,Xerolls
Ochrepts,425,Udults
Ochrepts,425,Xerults
Ochrepts,425,Xerolls
Ochrepts,425,Xeralfs
Ochrepts,425,Ustalfs
Xerolls,85,Xerolls
Ochrepts,70,Xerolls
Xerults,85,Ustalfs
Ochrepts,85,Xeralfs
Ochrepts,85,Xerolls
Xeralfs,85,Xerolls
Xeralfs,85,Xeralfs
Xerolls,85,Xerolls
Xerolls,85,Ustalfs
Ochrepts,85,Ustalfs
Xerolls,85,Xeralfs
Aqualfs,85,Xeralfs
Xerults,85,Xerolls
Xeralfs,85,Xerolls
Ochrepts,85,Xerolls
Xeralfs,85,Xeralfs
Aqualfs,85,Aquerts
Ochrepts,85,Xererts
Xeralfs,85,Xerolls
Ustalfs,85,Ustalfs
Xerolls,85,Xerolls
Ochrepts,85,Xeralfs
Aquerts,510,Aquerts
Aquerts,510,Aquerts
Aquerts,510,Aquerts
Aquerts,510,Xeralfs
Aquerts,510,Aquerts
Aquerts,510,Ustalfs
Xerolls,85,Xeralfs
Xerolls,75,Aquerts
Fluvents,85,Xerolls
Xeralfs,85,Aquerts
Xererts,280,Aquolls
Xererts,280,Aquerts
Xererts,280,Aquerts
Xererts,280,Xerolls
Xeralfs,255,Xererts
Xeralfs,255,Xeralfs
Xeralfs,255,Xeralfs
Xererts,85,Xererts
Xerolls,75,Xererts
Xeralfs,75,Aquerts
Xeralfs,80,Xeralfs
Fluvents,80,Xerolls
Xeralfs,85,Aquolls
Xeralfs,80,Xeralfs
Xeralfs,75,Xeralfs
Xeralfs,85,Aquolls
Xerolls,85,Xerolls
Xerolls,170,Xerolls
Xerolls,170,Aquolls
Fluvents,90,Xeralfs
Xerolls,85,Xerolls
Xerolls,75,Xerolls
Xeralfs,75,Xeralfs
Xerolls,75,Xerolls
Fluvents,80,Xerolls
Orthents,40,Xeralfs
Xerolls,85,Aquolls
Xerolls,85,Xerolls
Fluvents,85,Aquents
Fluvents,80,Fluvents
Xerolls,75,Xerolls
Xererts,80,Aquolls
Xererts,85,Aquolls
Xererts,180,Xeralfs
Xererts,180,Aquolls
Xerolls,75,Aquolls
Fluvents,85,Xerepts
Xerepts,85,Xererts
Xeralfs,85,Xerolls
Xerepts,85,Aquerts
Xererts,160,Aquolls
Xererts,160,Aquolls
Xerolls,80,Xererts
Xerolls,75,Aquolls
Xerolls,85,Xerolls
Xererts,90,Xeralfs
Xerolls,85,Xeralfs
Xererts,90,Aquolls
Xererts,140,Aquolls
Xererts,140,Aquerts
Xererts,70,Aquolls
Xeralfs,75,Xeralfs
Xererts,85,Aquolls
Xererts,80,Xeralfs
Xererts,85,Aquerts
Aquerts,90,Aquerts
Fluvents,170,Xerolls
Fluvents,170,Xerolls
Fluvents,80,Xerolls
Xerolls,75,Xerolls
Xerolls,85,Aquerts
Xerolls,255,Xerolls
Xerolls,255,Xeralfs
Xerolls,255,Aquolls
Xererts,170,Aquolls
Xererts,170,Aquolls
Xeralfs,375,Aquerts
Xeralfs,375,Aquerts
Xeralfs,375,Fluvents
Xeralfs,375,Aquerts
Xeralfs,375,Aquerts
Xerolls,75,Xerolls
Xererts,400,Xererts
Xererts,400,Aquerts
Xererts,400,Aquolls
Xererts,400,Xererts
Xererts,400,Xererts
Xeralfs,75,Xeralfs
Xerolls,85,Xerolls
Xerolls,85,Xerolls
Xerolls,80,Aquerts
Xererts,90,Xerolls
Xererts,90,Aquolls
Aquents,170,Xerolls
Aquents,170,Xerults
Xererts,90,Aquolls
Xeralfs,40,Xerolls
Xerolls,85,Xerolls
Xeralfs,150,Xererts
Xeralfs,150,Xeralfs
Xererts,560,Aquerts
Xererts,560,Aquolls
Xererts,560,Aquerts
Xererts,560,Aquolls
Xererts,560,Aquolls
Xererts,560,Aquolls
Xererts,560,Aquolls
Xerolls,85,Xerolls
Xererts,80,Aquerts
Xerolls,85,Xeralfs
Xerolls,170,Xeralfs
Xerolls,170,Xeralfs
Xeralfs,80,Xeralfs
Xeralfs,85,Xererts
Xerolls,85,Xerolls
Fluvents,80,Xerolls
Xeralfs,170,Xeralfs
Xeralfs,170,Xeralfs
Xerolls,425,Xeralfs
Xerolls,425,Xerolls
Xerolls,425,Xerolls
Xerolls,425,Xerolls
Xerolls,425,Xerolls
Aquerts,990,Aquerts
Aquerts,990,Aquolls
Aquerts,990,Aquolls
Aquerts,990,Aquolls
Aquerts,990,Aquolls
Aquerts,990,Aquolls
Aquerts,990,Aquolls
Aquerts,990,Aquolls
Aquerts,990,Aquolls
Aquerts,990,Aquolls
Aquerts,990,Aquerts
Xererts,140,Aquolls
Xererts,140,Aquolls
Orthents,40,Xerolls
Xeralfs,40,Xeralfs
Xeralfs,80,Xerolls
Fluvents,80,Xerolls
Xerolls,80,Xerolls
Xerolls,80,Xeralfs
Fluvents,80,Xerolls
Xerolls,85,Xerolls
Xererts,50,Xeralfs
Xeralfs,80,Aquolls
Xeralfs,75,Aquerts
Xererts,85,Aquolls
Fluvents,85,Xerolls
Xeralfs,75,Xererts
Xerolls,80,Xerolls
Xererts,85,Xererts
Fluvents,80,Xerolls
Fluvents,85,Xerolls
Xererts,240,Xererts
Xererts,240,Xererts
Xererts,240,Aquerts
Xerolls,90,Ochrepts
Xerolls,90,Xeralfs
Fluvents,85,Aquolls
Xererts,70,Aquents
Xerolls,85,Xeralfs
Xerolls,85,Xerolls
Xerolls,75,Xerolls
Xeralfs,85,Xeralfs
Xeralfs,75,Xeralfs
Xererts,180,Aquerts
Xererts,180,Aquerts
Xerolls,300,Xerolls
Xerolls,300,Xerolls
Xerolls,300,Xeralfs
Xerolls,300,Xerolls
Xeralfs,225,Xeralfs
Xeralfs,225,Xeralfs
Xeralfs,225,Xeralfs
Xererts,80,Xerolls
Orthents,85,Xererts
Xeralfs,85,Aquolls
Xererts,85,Aquolls
Fluvents,80,Xerolls
Aquerts,90,Aquolls
Xeralfs,80,Xeralfs
Xererts,90,Aquolls
Aquerts,90,Aquerts
Fluvents,80,Aquolls
Xererts,85,Aquolls
Xererts,80,Aquerts
Xerolls,85,Xeralfs
Aquepts,85,Aquolls
Ochrepts,85,Xeralfs
Aquents,85,Xerolls
Xeralfs,85,Xeralfs
Xererts,85,Xeralfs
Orthents,85,Xerolls
Xeralfs,85,Xeralfs
Xeralfs,85,Xeralfs
Xeralfs,85,Xererts
Aquepts,85,Xerolls
Xeralfs,85,Xeralfs
Orthents,10,Xeralfs
Xererts,85,Xeralfs
Xeralfs,85,Xeralfs
Ochrepts,85,Xeralfs
Ochrepts,85,Xerults
Xeralfs,85,Xeralfs
Aquepts,85,Aquerts
Ochrepts,85,Xeralfs
Orthents,85,Xerolls
Xererts,60,Xererts
Ochrepts,85,Xeralfs
Xerolls,85,Aquents
Xeralfs,85,Xeralfs
Xeralfs,85,Xeralfs
Xeralfs,85,Xerolls
Ochrepts,150,Xeralfs
Ochrepts,150,Xeralfs
Aquolls,510,Xererts
Aquolls,510,Xerolls
Aquolls,510,Aquerts
Aquolls,510,Aquolls
Aquolls,510,Xerolls
Aquolls,510,Aquolls
Orthents,85,Xerolls
Aquents,85,Fluvents
Aquepts,85,Xeralfs
Xeralfs,85,Xeralfs
Xeralfs,85,Xerolls
Orthents,85,Xerolls
Xererts,60,Xeralfs
Fluvents,85,Xeralfs
Xeralfs,85,Xererts
Orthents,255,Xeralfs
Orthents,255,Xeralfs
Orthents,255,Xererts
Ochrepts,85,Xerolls
Aquerts,90,Xerolls
Xererts,85,Xeralfs
Aquents,85,Aquerts
Aquepts,85,Aquolls
Ochrepts,85,Xeralfs
Xeralfs,85,Xeralfs
Aquepts,85,Xeralfs
Aquerts,90,Xeralfs
Aquolls,85,Xeralfs
Ochrepts,85,Xererts
Xeralfs,85,Xeralfs
Xeralfs,170,Xeralfs
Xeralfs,170,Xeralfs
Aquolls,510,Aquerts
Aquolls,510,Aquolls
Aquolls,510,Aquerts
Aquolls,510,Aquolls
Aquolls,510,Aquerts
Aquolls,510,Aquerts
Xeralfs,85,Xerolls
Fluvents,85,Xerolls
Aquents,85,Aquolls
Xererts,85,Xererts
Xererts,55,Xeralfs
Xeralfs,85,Xeralfs
Ochrepts,270,Xeralfs
Ochrepts,270,Xeralfs
Ochrepts,270,Xeralfs
Ochrepts,270,Xeralfs
Ochrepts,270,Xererts
Ochrepts,270,Xererts
Orthents,60,Ochrepts
Orthents,60,Xeralfs
Orthents,60,Ochrepts
Orthents,60,Xeralfs
Orthents,60,Xeralfs
Orthents,60,Xeralfs
Xererts,85,Xeralfs
Aquepts,85,Xerolls
Aquents,85,Xeralfs
Aquerts,90,Xererts
Orthents,85,Xeralfs
Xeralfs,85,Xeralfs
Xererts,170,Xeralfs
Xererts,170,Xeralfs
Xeralfs,85,Xeralfs
Orthents,170,Aquerts
Orthents,170,Aquerts
Xererts,85,Xeralfs
Xeralfs,85,Orthents
Xererts,170,Aquerts
Xererts,170,Aquerts
Aquepts,85,Aquents
Xererts,85,Xererts
Xererts,85,Xeralfs
Aquepts,85,Aquerts
Xeralfs,85,Xeralfs
Aquolls,85,Aquerts
Aquepts,90,Xerolls
Xeralfs,85,Xerolls
Xererts,50,Xeralfs
Aquolls,170,Aquolls
Aquolls,170,Aquolls
Xererts,55,Xeralfs
Xererts,85,Aquolls
Xererts,50,Xeralfs
Aquepts,85,Xeralfs
Xererts,85,Xeralfs
Aquolls,85,Xeralfs
Xererts,85,Xeralfs
Orthents,20,Xeralfs
Orthents,20,Xerolls
Aquents,85,Xeralfs
Xererts,170,Aquents
Xererts,170,Aquents
Ochrepts,60,Xerolls
Xererts,85,Xeralfs
Aquepts,85,Xerolls
Xeralfs,85,Xeralfs
Xeralfs,85,Xeralfs
Fluvents,85,Xererts
Xerolls,85,Xerults
Aquepts,85,Xerolls
Orthents,680,Xerults
Orthents,680,Xerolls
Orthents,680,Xeralfs
Orthents,680,Xererts
Orthents,680,Xerolls
Orthents,680,Xerults
Orthents,680,Xerolls
Orthents,680,Xeralfs
Xeralfs,85,Xerolls
Orthents,10,Xeralfs
Xeralfs,85,Xeralfs
Xeralfs,60,Xeralfs
Aquolls,85,Xerolls
Orthents,30,Xerolls
Orthents,30,Xerolls
Orthents,30,Xerolls
Xeralfs,85,Xeralfs
Aquerts,180,Aquerts
Aquerts,180,Aquents
Aquepts,170,Aquerts
Aquepts,170,Aquerts
Xererts,85,Xeralfs
Ochrepts,85,Xeralfs
Xererts,85,Aquerts
Xeralfs,85,Xeralfs
Aquepts,85,Aquolls
Aquepts,90,Xeralfs
Ochrepts,75,Xerolls
Aquolls,85,Aquolls
Xeralfs,170,Xeralfs
Xeralfs,170,Xeralfs
Xererts,85,Aquerts
Xeralfs,85,Xerolls
Xererts,60,Xeralfs
Orthents,10,Xerolls
Aquolls,170,Aquolls
Aquolls,170,Aquolls
Xeralfs,120,Xeralfs
Xeralfs,120,Xererts
Ochrepts,75,Xeralfs
Xererts,170,Xeralfs
Xererts,170,Aquerts
Xeralfs,85,Ochrepts
Fluvents,85,Xeralfs
Xererts,50,Xererts
Aquepts,85,Xerolls
Xeralfs,85,Xeralfs
Xeralfs,170,Xererts
Xeralfs,170,Xererts
Aquolls,85,Xeralfs
Ochrepts,85,Xererts
Ochrepts,75,Xeralfs
Aquepts,85,Aquolls
Xererts,85,Xeralfs
Xeralfs,85,Xeralfs
Xeralfs,85,Xerolls
Xeralfs,85,Xererts
Xererts,55,Xeralfs
Xeralfs,85,Xeralfs
Aquents,85,Xeralfs
Aquepts,85,Xerolls
Aquepts,85,Aquolls
Aquepts,90,Xeralfs
Xeralfs,85,Xeralfs
Xererts,85,Xeralfs
Xeralfs,85,Xeralfs
Xererts,60,Xeralfs
Xererts,340,Xerolls
Xererts,340,Xerolls
Xererts,340,Xeralfs
Xererts,340,Xerolls
Xererts,50,Xeralfs
Xeralfs,85,Xerolls
Ochrepts,85,Xerolls
Xererts,85,Xerolls
Aquolls,85,Xeralfs
Xeralfs,85,Xeralfs
Xererts,50,Xeralfs
Xeralfs,170,Xererts
Xeralfs,170,Xeralfs
Xeralfs,85,Xeralfs
Xererts,85,Xerolls
Xererts,85,Xererts
Xeralfs,85,Xeralfs
Aquepts,85,Xerolls
Xerolls,85,Aquents
Xererts,60,Xererts
Aquepts,85,Xeralfs
Xererts,60,Xererts
Ochrepts,85,Xeralfs
Xeralfs,85,Xeralfs
Orthents,85,Xerults
Xeralfs,85,Xeralfs
Xeralfs,170,Xeralfs
Xeralfs,170,Xerolls
Xererts,50,Xeralfs
Xeralfs,85,Xeralfs
Xeralfs,85,Xeralfs
Xererts,50,Xeralfs
Ochrepts,85,Xeralfs
Aquents,85,Xeralfs
Xeralfs,85,Xerolls
Xeralfs,255,Xeralfs
Xeralfs,255,Xerolls
Xeralfs,255,Xeralfs
Xererts,85,Xeralfs
Xeralfs,85,Aquerts
Xeralfs,85,Xerolls
Ochrepts,85,Xeralfs
Ochrepts,170,Xerolls
Ochrepts,170,Xeralfs
Aquolls,425,Aquolls
Aquolls,425,Xererts
Aquolls,425,Aquerts
Aquolls,425,Aquerts
Aquolls,425,Aquerts
Xeralfs,340,Xeralfs
Xeralfs,340,Xeralfs
Xeralfs,340,Xeralfs
Xeralfs,340,Xeralfs
Ochrepts,75,Xerolls
Xererts,425,Xeralfs
Xererts,425,Orthents
Xererts,425,Xeralfs
Xererts,425,Xerolls
Xererts,425,Xeralfs
Xererts,85,Ochrepts
Ochrepts,85,Xererts
Xerolls,85,Xerolls
Xeralfs,170,Xeralfs
Xeralfs,170,Xeralfs
Xererts,170,Xererts
Xererts,170,Xeralfs
Xererts,85,Xererts
Xeralfs,85,Xerolls
Aquepts,85,Xeralfs
Xererts,170,Xeralfs
Xererts,170,Xeralfs
Xeralfs,85,Xererts
Aquerts,85,Aquolls
Ochrepts,75,Xerolls
Fluvents,85,Xeralfs
Orthents,85,Xeralfs
Xererts,55,Xeralfs
Xeralfs,425,Xeralfs
Xeralfs,425,Xeralfs
Xeralfs,425,Xeralfs
Xeralfs,425,Xeralfs
Xeralfs,425,Xeralfs
Orthents,85,Xerolls
Aquents,85,Xeralfs
Xererts,55,Xeralfs
Ochrepts,85,Xeralfs
Xeralfs,85,Xeralfs
Xeralfs,85,Aquents
Xeralfs,85,Xererts
Xererts,85,Xerolls
Xererts,50,Xeralfs
Xeralfs,85,Xerolls
Xeralfs,85,Xerolls
Xererts,85,Xererts
Aquepts,85,Xerolls
Xerolls,170,Xeralfs
Xerolls,170,Xeralfs
Xererts,55,Xeralfs
Orthents,85,Xeralfs
Ochrepts,85,Xerults
Aquepts,85,Xerolls
Xererts,50,Xeralfs
Aquents,170,Xerolls
Aquents,170,Xererts
Xererts,85,Xererts
Orthents,85,Fluvents
Xeralfs,55,Xerolls
Xererts,85,Xererts
Xeralfs,170,Xeralfs
Xeralfs,170,Aquolls
Aquepts,90,Xerolls
Xeralfs,70,Xerepts
Xeralfs,95,Cryands
Xerands,55,Xeralfs
Xeralfs,85,Xeralfs
Xeralfs,100,Xeralfs
Xeralfs,65,Xerolls
Xeralfs,70,Xeralfs
Xeralfs,85,Ochrepts
Xeralfs,180,Vitrands
Xeralfs,180,Ochrepts
Xeralfs,200,Vitrands
Xeralfs,200,Xeralfs
Xeralfs,65,Xerolls
Xerepts,100,Vitrands
Xerepts,100,Ochrepts
Xeralfs,255,Cryands
Xeralfs,255,Vitrands
Xeralfs,255,Xeralfs
Xerolls,50,Xeralfs
Xerepts,85,Xerolls
Xerepts,50,Xeralfs
Aquolls,95,Xerolls
Xeralfs,90,Xeralfs
Xeralfs,65,Xerepts
Xerepts,85,Psamments
Xeralfs,85,Ochrepts
Xeralfs,100,Xeralfs
Xerepts,300,Xeralfs
Xerepts,300,Ochrepts
Xerepts,300,Xeralfs
Xerepts,300,Ochrepts
Xerepts,300,Ochrepts
Xerepts,300,Ochrepts
Xeralfs,70,Aquolls
Xerolls,15,Cryalfs
Xeralfs,95,Cryands
Xerepts,350,Xeralfs
Xerepts,350,Ochrepts
Xerepts,350,Xeralfs
Xerepts,350,Vitrands
Xerepts,350,Xerolls
Xerepts,350,Xeralfs
Xerepts,350,Xeralfs
Xerands,276,Ochrepts
Xerands,276,Ochrepts
Xerands,276,Ochrepts
Xeralfs,340,Cryepts
Xeralfs,340,Aquepts
Xeralfs,340,Cryands
Xeralfs,340,Vitrands
Xeralfs,65,Xerepts
Xeralfs,294,Xerolls
Xeralfs,294,Ochrepts
Xeralfs,294,Xeralfs
Xerepts,50,Xeralfs
Xerolls,90,Aquolls
Xererts,85,Xeralfs
Aquolls,85,Aquolls
Xeralfs,85,Xerolls
Xerolls,85,Xeralfs
Xererts,85,Xeralfs
Xerolls,85,Xeralfs
Xerolls,85,Xeralfs
Xererts,85,Xererts
Xererts,85,Xererts
Xererts,85,Xeralfs
Xerolls,85,Xeralfs
Xerolls,80,Xerolls
Xeralfs,65,Xerolls
Xerolls,85,Xeralfs
Xerolls,80,Xeralfs
Xeralfs,85,Xerolls
Xeralfs,85,Xeralfs
Xeralfs,170,Xerolls
Xeralfs,170,Xeralfs
Xerolls,80,Xeralfs
Ochrepts,85,Xerolls
Aquerts,90,Xeralfs
Xerolls,80,Xerolls
Xerolls,170,Xerolls
Xerolls,170,Xererts
Xerolls,40,Xeralfs
Xeralfs,85,Xeralfs
Xerolls,85,Xerolls
Xerolls,80,Xerolls
Xerolls,85,Xerolls
Orthents,85,Xererts
Xeralfs,255,Xerolls
Xeralfs,255,Xerolls
Xeralfs,255,Xerolls
Xeralfs,85,Xeralfs
Xeralfs,85,Xeralfs
Ochrepts,85,Xerolls
Xerolls,85,Xeralfs
Xeralfs,85,Xererts
Aquolls,85,Aquolls
Xeralfs,170,Xererts
Xeralfs,170,Xeralfs
Xerolls,80,Xeralfs
Xeralfs,85,Xerolls
Xeralfs,85,Xerolls
Xeralfs,85,Aquolls
Xererts,85,Xererts
Xeralfs,85,Xerolls
Xerolls,85,Xeralfs
Xererts,85,Xerolls
Xerolls,85,Xeralfs
Xeralfs,85,Xeralfs
Xeralfs,85,Xeralfs
Xeralfs,85,Xerolls
Xererts,85,Xerepts
Xeralfs,65,Xerolls
Xeralfs,85,Xerolls
Xeralfs,85,Xeralfs
Xererts,85,Xeralfs
Xerolls,85,Xerolls
Xeralfs,85,Xeralfs
Xererts,85,Xeralfs
Xerolls,85,Xeralfs
Xererts,85,Xererts
Xererts,85,Xerolls
Xererts,85,Xeralfs
Xererts,85,Xererts
Xerolls,85,Xerolls
Xererts,85,Xererts
Xerolls,80,Xerolls
Ochrepts,40,Xerolls
Ochrepts,85,Xerolls
Ochrepts,85,Xerolls
Xerolls,85,Xererts
Xerolls,85,Xeralfs
Xerolls,40,Xeralfs
Xerolls,85,Xeralfs
Xererts,85,Xerolls
Xerolls,80,Xerolls
Ochrepts,85,Xerolls
Orthents,60,Xererts
Xeralfs,170,Xerolls
Xeralfs,170,Xerolls
Xeralfs,85,Aquolls
Xerolls,85,Xeralfs
Ochrepts,85,Xerolls
Xererts,50,Orthents
Ochrepts,85,Xerolls
Ochrepts,85,Xerolls
Xererts,85,Xeralfs
Xerolls,85,Xererts
Xerolls,170,Xeralfs
Xerolls,170,Xeralfs
Xererts,85,Orthents
Xerolls,85,Xeralfs
Xerolls,80,Xeralfs
Xererts,85,Xeralfs
Xererts,210,Xeralfs
Xererts,210,Xererts
Xererts,210,Xerolls
Xeralfs,65,Xerolls
Xererts,85,Xeralfs
Xerolls,85,Xerolls
Ochrepts,85,Xeralfs
Xerolls,85,Xererts
Xerolls,85,Xerolls
Xerolls,85,Xerolls
Orthents,60,Xerolls
Xerolls,85,Xerolls
Xerolls,85,Xeralfs
Xeralfs,85,Xerolls
Xererts,340,Xererts
Xererts,340,Xeralfs
Xererts,340,Xererts
Xererts,340,Xererts
Xerolls,80,Xerolls
Xererts,85,Xerolls
Ochrepts,40,Xerolls
Ochrepts,85,Udolls
Orthents,85,Aquolls
Xererts,35,Xeralfs
Xererts,35,Xerolls
Aquents,85,Fluvents
Aquepts,85,Xeralfs
Xerolls,255,Aquolls
Xerolls,255,Aquolls
Xerolls,255,Aquolls
Xeralfs,50,Xerolls
Aquepts,85,Aquolls
Xererts,70,Xeralfs
Xererts,70,Xeralfs
Xerolls,35,Aquolls
Psamments,170,Aquolls
Psamments,170,Fluvents
Orthents,70,Xerolls
Xerolls,85,Xeralfs
Orthents,75,Xeralfs
Aquerts,90,Aquolls
Aquents,85,Fluvents
Aquents,85,
Xeralfs,50,Xerolls
Xeralfs,85,Xeralfs
Aquents,85,Xeralfs
Xeralfs,45,Xerolls
Aquolls,85,Aquolls
Xerolls,85,Xerolls
Xerolls,85,Xeralfs
Aquolls,85,Xerolls
Aquents,170,
Aquents,170,
Ochrepts,85,Xerolls
Xerolls,85,Xeralfs
Xeralfs,85,Xeralfs
Xerolls,170,Aquolls
Xerolls,170,Aquolls
Xeralfs,85,Xerolls
Aquolls,85,Xeralfs
Aquepts,85,Aquents
Orthents,70,Xeralfs
Aquents,85,
Orthents,75,Xerolls
Xerolls,60,Xerolls
Orthents,170,Aquolls
Orthents,170,Aquolls
Xeralfs,50,Xerolls
Orthents,70,Xerolls
Aquents,170,Ustolls
Aquents,170,Fluvents
Xererts,85,Xeralfs
Aquents,85,
Psamments,85,Xeralfs
Orthents,70,Xeralfs
Xeralfs,85,Aquolls
Aquepts,85,Xeralfs
Xererts,85,Xerolls
Aquolls,85,Xeralfs
Orthents,75,Xerolls
Humults,50,Humults
Xeralfs,160,Xeralfs
Xeralfs,160,Xeralfs
Xerepts,60,Xerepts
Xerepts,65,Psamments
Xeralfs,50,Xeralfs
Xerolls,70,Xeralfs
Xerepts,85,Xerepts
Xeralfs,85,Xeralfs
Xeralfs,40,Xerolls
Fluvents,85,Xererts
Xerepts,85,Xerepts
Xeralfs,90,Xeralfs
